BADANIE;07:22:44;;;;
metoda:;nearest-neighbour;;;;
konfiguracja:;branches=2         , input_files=g/gr6.txt,g/gr7.txt,g/gr8.txt,g/gr9.txt,g/gr10.txt,g/gr11.txt,g/gr12.txt,g/gr13.txt,g/gr14.txt,g/gr15.txt,g/gr16.txt,g/gr17.txt,g/gr18.txt,g/gr19.txt,g/gr20.txt, iterations=15, max_exec_time_s=1800, search_type=1            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, ;;;;
;;;;;
3;44;355;27;8.23171;9 4 5 10 0 1 2 14 7 6 13 11 12 15 3 8 9
4;46;354;26;7.92683;13 11 12 7 6 1 2 0 4 5 10 8 14 3 9 15 13
5;67;356;28;8.53659;15 12 7 6 1 2 0 4 5 10 13 11 8 14 3 9 15
6;45;363;35;10.6707;2 0 1 12 7 6 13 11 15 9 4 5 10 8 14 3 2
7;45;345;17;5.18293;3 0 1 2 14 7 6 13 11 12 10 8 5 15 9 4 3
8;45;354;26;7.92683;13 11 12 7 6 1 2 0 4 5 10 8 14 3 9 15 13
9;42;356;28;8.53659;0 1 2 14 7 6 13 11 12 10 8 5 3 9 4 15 0
10;46;345;17;5.18293;3 0 1 2 14 7 6 13 11 12 10 8 5 15 9 4 3
11;41;373;45;13.7195;8 2 0 1 12 7 6 13 11 15 9 4 5 10 3 14 8
12;47;380;52;15.8537;11 12 7 6 1 2 0 4 5 10 13 15 9 3 8 14 11
13;48;356;28;8.53659;14 7 6 1 2 0 12 10 13 11 15 9 4 5 3 8 14
14;45;356;28;8.53659;15 12 7 6 1 2 0 4 5 10 13 11 8 14 3 9 15
15;47;402;74;22.561;11 12 7 6 1 2 0 4 5 10 13 3 9 15 14 8 11
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
46;32.5333;65.0667;19.8374;;
;;;;;
;;;;;
plik:;g/gr17.txt;;;;
wynik optymalny:;344;;;;
liczba wierzcholkow:;17;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;67;377;33;9.59302;12 7 6 1 2 0 4 5 10 16 9 13 11 15 14 3 8 12
2;85;364;20;5.81395;16 4 5 10 0 1 2 14 7 6 13 11 12 15 9 3 8 16
3;62;382;38;11.0465;0 1 2 14 7 6 13 11 12 10 16 4 5 3 9 15 8 0
4;47;380;36;10.4651;13 11 12 7 6 1 2 0 4 5 10 16 9 3 8 14 15 13
5;45;377;33;9.59302;6 7 16 4 5 10 0 1 2 14 13 11 12 15 9 3 8 6
6;47;382;38;11.0465;0 1 2 14 7 6 13 11 12 10 16 4 5 3 9 15 8 0
7;50;392;48;13.9535;4 5 10 16 9 13 11 12 7 6 1 2 0 14 3 8 15 4
8;46;369;25;7.26744;3 0 1 2 14 7 6 13 11 12 10 16 4 5 8 15 9 3
9;48;364;20;5.81395;16 4 5 10 0 1 2 14 7 6 13 11 12 15 9 3 8 16
10;46;376;32;9.30233;14 7 6 1 2 0 12 10 16 4 5 13 11 15 9 3 8 14
11;47;377;33;9.59302;10 16 4 5 7 6 1 2 0 12 15 13 11 8 14 3 9 10
12;45;377;33;9.59302;12 7 6 1 2 0 4 5 10 16 9 13 11 15 14 3 8 12
13;44;403;59;17.1512;11 12 7 6 1 2 0 4 5 10 16 9 13 3 8 14 15 11
14;41;364;20;5.81395;16 4 5 10 0 1 2 14 7 6 13 11 12 15 9 3 8 16
15;64;364;20;5.81395;16 4 5 10 0 1 2 14 7 6 13 11 12 15 9 3 8 16
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
52;32.5333;65.0667;18.9147;;
;;;;;
;;;;;
plik:;g/gr18.txt;;;;
wynik optymalny:;141;;;;
liczba wierzcholkow:;18;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
